month,trade_count,win_rate,fixed_pnl_usdc,sized_pnl_usdc
2026-01,15,0.8,31.556217136635183,47.33432570495279
2026-02,3,0.6666666666666666,1.2811964052960132,1.9217946079440194
2026-03,16,0.875,32.197588122646465,48.2963821839697
2026-04,4,1.0,11.51510459623755,17.272656894356324
2026-05,7,0.8571428571428571,10.826624254277979,16.239936381416967
2026-06,6,0.8333333333333334,7.54150556426356,11.31225834639534
2026-07,4,0.75,3.6472779217877918,5.4709168826816885
