slippage_cents,winner,trade_count,coverage,win_rate,total_pnl_per_1usd,total_pnl_usdc,mean_return,mean_return_lcb_95,max_drawdown,max_drawdown_usdc
0,probability_provider_spread_edge_price_cap,83,0.49700598802395207,0.40963855421686746,60.93294356691548,243.73177426766193,0.734131850203801,0.021962985454790473,8.215599304689881,32.862397218759526
1,probability_provider_spread_edge_price_cap,80,0.47904191616766467,0.4,45.971098694022686,183.88439477609074,0.5746387336752836,-0.030057539918474152,8.285733351961987,33.14293340784795
2,probability_provider_spread_edge,78,0.46706586826347307,0.38461538461538464,32.14577727504689,128.58310910018756,0.41212534968008835,-0.11918554445389534,10.569551093791233,42.27820437516493
3,point_edge_price_cap,99,0.592814371257485,0.35353535353535354,14.724856683984596,58.899426735938384,0.1487359261008545,-0.2215056362095747,15.045093195702222,60.18037278280889
