station_id,count,baseline_mae_f,masked_mae_f,mae_delta_f,baseline_rmse_f,masked_rmse_f,baseline_bucket_hit_pct,masked_bucket_hit_pct,bucket_hit_delta_pp,mean_prediction_delta_f,mean_abs_prediction_delta_f,p95_abs_prediction_delta_f,max_abs_prediction_delta_f,rounded_prediction_changed_pct,bucket_changed_pct
POOLED,1543,1.2430632496083662,1.2440840815617136,0.0010208319533473453,1.6863788424523873,1.6868466832960933,47.893713545042125,48.15294880103694,0.25923525599481634,-0.002952991630318516,0.008296531573165093,0.02670177028394246,0.5925812635454406,0.38885288399222295,0.2592352559948153
